credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,years.with.cr.line
1,all_other,0.0894,324.07,11.35040654,0.0,757,6473,11.6,3,0,0,0,10.7076203504449
1,credit_card,0.1426,411.67,11.00209984,16.28,702,26331,96.9,0,0,0,0,15.195071868583161
1,credit_card,0.1114,328.04,10.818177,19.31,722,6648,47.1,0,0,0,0,8.875998173853525
1,debt_consolidation,0.16,852.57,11.69524702,18.08,757,12067,20.7,0,0,0,1,11.0060460862423
1,major_purchase,0.1287,215.26,11.16726111,11.09,687,12267,40.0,3,0,1,1,18.234086242299796
1,debt_consolidation,0.1183,828.35,11.22524339,8.74,807,0,0.0,3,0,0,0,14.455852156057494
1,all_other,0.1114,360.84,11.53632944,1.54,757,14617,32.0,0,0,0,0,11.663130275154003
1,all_other,0.1218,333.0,10.77895629,10.68,707,3486,51.3,2,0,0,0,15.68788501026694
1,all_other,0.16,703.15,10.858999,0.6,682,1742,7.9,0,0,0,1,7.228040156057495
1,all_other,0.1148,65.94,10.81977828,12.03,712,4005,58.19,1,0,0,0,11.416837782340862
1,all_other,0.1357,509.53,10.70324447,4.88,717,6588,79.4,1,0,0,0,12.566621034907596
1,debt_consolidation,0.1114,393.65,10.59663473,16.71,752,12746,52.5,2,0,0,0,15.214350902121836
1,debt_consolidation,0.1218,333.0,10.59663473,16.14,707,10006,68.5,0,0,0,0,8.06856034770705
1,all_other,0.0894,203.34,10.727663,0.26,782,0,0.0,3,0,0,0,14.784280172484598
1,debt_consolidation,0.1218,532.8,10.69194491,17.4,717,17070,24.7,0,0,0,0,17.49486652977413
1,major_purchase,0.1322,338.01,11.60823564,9.86,687,12919,54.3,1,0,0,0,16.098562628336754
1,all_other,0.1531,146.23,10.30895266,9.8,667,5256,93.9,0,0,0,1,5.092402464065708
1,all_other,0.0859,205.47,10.37349118,5.85,732,2400,12.8,3,0,1,0,16.180812229979466
1,all_other,0.1183,198.81,10.95109493,14.77,722,9107,93.9,0,0,0,0,14.455852156057494
1,debt_consolidation,0.0859,292.4,11.09741002,14.16,747,17411,27.7,3,0,0,0,13.71651836550308
1,all_other,0.1461,137.91,10.57131693,10.68,722,1942,48.5,0,0,0,0,3.4496919917864477
1,all_other,0.1287,815.61,12.03617361,13.7,722,44889,73.6,0,0,0,0,14.455966234086244
1,debt_consolidation,0.1357,339.69,10.81977828,15.53,702,8006,90.0,2,0,0,0,24.886949577002056
1,debt_consolidation,0.0894,98.5,10.77895629,21.75,717,15354,47.8,3,0,0,0,16.906228610540726
1,debt_consolidation,0.0894,158.86,10.23895929,6.13,742,6479,36.2,1,1,0,0,11.252566735112936
1,debt_consolidation,0.1253,401.6,10.91508846,15.4,702,18700,69.3,1,0,0,0,9.69199178644764
1,credit_card,0.0894,254.18,11.64745636,11.87,742,53066,53.9,2,0,0,0,19.301848049281315
1,all_other,0.074,62.12,11.28978191,3.92,752,13482,48.1,0,0,0,0,18.234086242299796
1,all_other,0.1114,590.47,11.6307085,0.99,772,0,0.0,0,0,0,0,12.523043578370979
1,all_other,0.1218,166.5,10.6896696,8.67,692,11797,68.2,0,0,0,1,8.87052247227926
1,debt_consolidation,0.1809,506.74,10.34817337,11.73,662,15767,93.1,1,0,0,0,3.1211498973305956
1,debt_consolidation,0.1531,208.9,10.72317927,14.7,682,6474,93.8,1,0,0,0,8.377937486652977
1,debt_consolidation,0.1392,273.1,11.00209984,6.42,677,12897,47.8,0,3,0,0,15.852041979466119
1,home_improvement,0.0894,317.72,10.47333652,12.52,812,2600,12.3,0,0,0,0,17.57688797535934
1,home_improvement,0.074,124.24,11.79810441,1.72,772,10583,16.9,2,0,0,0,27.351243441478438
1,debt_consolidation,0.16,527.36,11.08214255,5.72,677,10472,51.1,1,0,0,0,3.9425051334702257
1,home_improvement,0.1148,824.22,11.05089001,10.17,802,2148,7.7,1,0,0,0,11.110312572210814
1,debt_consolidation,0.1062,423.28,10.71441777,23.55,722,24931,57.6,1,0,0,0,10.606548027378508
1,debt_consolidation,0.1253,510.37,10.49404814,20.78,707,22376,47.9,1,1,0,0,21.191079170431212
1,all_other,0.1183,165.67,11.35040654,20.57,717,5147,51.5,1,0,0,0,13.634496919917865
1,debt_consolidation,0.16,168.76,11.49272276,6.06,662,72289,97.2,0,0,0,0,13.716632443531827
1,debt_consolidation,0.1322,507.01,10.46310334,17.93,697,12361,57.2,0,0,0,0,11.827515400410677
1,debt_consolidation,0.0859,300.3,10.49127422,20.7,757,9324,32.2,0,0,0,0,9.117157199178644
1,major_purchase,0.0859,309.78,11.00209984,14.46,792,6,0.0,0,0,0,0,11.252680813141685
1,home_improvement,0.0859,316.11,11.41861479,2.94,752,10373,28.7,0,0,0,0,13.388204427104723
1,credit_card,0.0894,222.41,10.89673933,23.44,732,16405,66.1,2,0,0,0,14.538101757700206
1,debt_consolidation,0.1253,284.47,10.79957558,19.06,712,2280,53.0,2,0,0,0,7.310175679671458
1,major_purchase,0.0859,316.11,10.87804719,15.31,752,28289,49.1,1,0,0,0,39.917864476386036
1,debt_consolidation,0.1392,51.21,10.89673933,20.7,672,1449,90.6,1,0,0,1,6.570955967145791
1,debt_consolidation,0.1148,197.82,10.81977828,1.87,717,4133,14.0,0,0,0,0,35.893223819301845
1,all_other,0.0859,316.11,11.28978191,6.52,802,2010,2.1,1,0,0,0,14.948665297741274
1,credit_card,0.1218,532.8,11.69524702,21.58,722,85896,70.9,0,0,0,0,19.301962127310063
1,debt_consolidation,0.1322,540.81,11.39639165,5.66,732,6847,75.2,3,0,0,0,14.127424139630392
1,credit_card,0.1114,164.02,10.81977828,5.88,717,5305,16.8,3,0,1,0,14.455966234086244
1,small_business,0.1392,238.96,11.05089001,10.55,747,3969,17.6,3,0,0,0,8.900752908966462
1,credit_card,0.1148,494.53,11.28978191,14.31,737,38142,45.7,0,0,0,0,19.630390143737166
1,debt_consolidation,0.0859,102.74,8.699514748,6.0,732,1215,32.8,1,0,0,1,5.905544147843942
1,debt_consolidation,0.1496,866.13,11.62625415,19.09,707,79746,78.4,0,0,0,0,13.306068903490761
1,all_other,0.1253,117.14,10.27505111,6.91,692,4613,32.3,3,0,0,0,4.681724845995893
1,debt_consolidation,0.074,155.3,10.81977828,17.93,772,16685,47.5,0,0,0,0,25.790554414784395
1,debt_consolidation,0.1426,171.53,11.40756495,15.6,727,28532,99.4,1,0,0,0,20.698151950718685
1,debt_consolidation,0.0894,158.86,10.96127785,14.33,727,2530,5.2,0,1,0,1,19.2198266036961
1,debt_consolidation,0.2121,746.24,11.73606902,19.87,662,90063,79.6,1,0,0,1,21.683778234086244
1,debt_consolidation,0.1426,343.06,11.44035477,4.27,677,4848,56.4,3,0,0,0,13.880903490759753
1,debt_consolidation,0.0774,187.32,10.59663473,11.58,762,1940,12.5,0,0,0,0,10.184919006160165
1,debt_consolidation,0.0894,155.69,11.58058411,10.65,727,26192,54.5,0,0,0,0,9.117157199178644
1,small_business,0.16,815.66,11.22524339,0.56,752,2018,34.8,2,0,0,0,15.113050422997947
1,educational,0.0774,218.54,11.15625052,12.32,752,3233,10.4,3,0,0,0,8.952772073921972
1,all_other,0.1531,334.23,11.16761428,21.31,672,34009,90.7,0,0,0,0,11.014373716632443
1,debt_consolidation,0.1565,874.66,10.90381461,9.84,687,5734,36.5,0,0,0,0,15.02258726899384
1,debt_consolidation,0.0894,158.86,10.87804719,24.34,732,25295,62.5,2,0,0,0,11.745379876796715
1,all_other,0.1183,99.41,9.764225485,20.34,732,228,9.9,1,0,0,1,5.256787589322382
1,all_other,0.1148,32.97,10.13459927,11.57,702,7569,74.2,2,0,0,1,15.770020533880903
1,debt_consolidation,0.1218,832.5,12.20607265,6.28,737,15169,35.0,0,0,0,1,10.1027834825462
1,educational,0.0859,237.08,11.03488966,0.0,782,0,0.0,1,0,0,0,10.841889117043122
1,debt_consolidation,0.1461,620.56,10.93310697,12.73,682,32820,88.5,0,0,0,0,8.624229979466119
1,home_improvement,0.1148,49.46,10.40426284,23.67,757,280,16.5,0,0,0,0,4.9281314168377826
1,credit_card,0.1183,165.67,11.47210347,23.75,702,66179,40.6,1,0,0,0,20.616130505133473
1,all_other,0.1496,164.57,10.16277015,22.36,662,275,3.2,3,1,0,1,7.8028747433264884
1,all_other,0.1635,176.65,11.00209984,3.16,667,0,0.0,1,0,0,1,7.885010266940451
1,home_improvement,0.0894,317.72,11.23413706,5.58,762,66,0.5,3,0,0,0,6.652977412731006
1,credit_card,0.0894,476.58,11.22524339,5.55,777,1892,5.3,2,0,0,0,18.72689938398357
1,credit_card,0.1392,546.2,11.39751461,16.51,692,10852,60.9,0,5,0,0,15.852156057494867
1,major_purchase,0.0859,158.06,11.40756495,12.59,742,3945,17.6,1,1,0,1,22.012320328542096
1,all_other,0.1253,368.13,11.30958454,5.12,727,358,7.5,2,0,0,0,3.8603696098562628
1,all_other,0.0774,249.75,11.35040654,7.06,777,5037,16.7,3,0,0,0,12.156171572895278
1,debt_consolidation,0.1531,313.34,10.70283989,6.74,662,3094,60.7,0,0,0,0,9.609856262833675
1,all_other,0.0859,31.62,11.22524339,2.42,752,5698,52.9,3,0,0,1,16.345083277207394
1,all_other,0.1461,41.38,10.59663473,16.35,662,7774,55.9,0,0,1,0,4.9281314168377826
1,debt_consolidation,0.1392,204.83,10.23995979,15.64,672,11206,71.8,0,0,0,0,9.938398357289527
1,all_other,0.1148,329.69,10.49127422,0.5,777,523,7.0,0,0,0,0,6.7351129363449695
1,debt_consolidation,0.1183,331.34,10.1266311,12.96,742,5787,13.8,0,0,0,0,3.696098562628337
1,all_other,0.1531,452.6,10.6454249,21.51,672,12425,55.6,0,0,0,0,7.556582250513347
1,debt_consolidation,0.1148,346.17,10.96819829,6.23,742,10044,63.6,1,0,0,0,8.295801963039015
1,debt_consolidation,0.1287,403.6,10.79374227,21.06,692,12668,79.7,2,0,0,0,10.034337212867898
1,credit_card,0.16,562.52,10.77895629,20.6,662,10441,50.7,2,2,0,1,11.252680813141685
1,debt_consolidation,0.1218,616.05,11.58988651,2.38,722,120,0.8,1,0,0,0,6.242413872689938
1,debt_consolidation,0.1496,277.16,10.54534144,10.33,667,5124,35.3,1,2,0,0,6.119210587268994
1,debt_consolidation,0.1322,730.1,12.65395847,10.49,717,100109,90.4,2,0,0,0,19.301962127310063
1,debt_consolidation,0.1392,286.75,10.41271189,18.48,682,7452,73.8,0,0,0,0,5.916495550992471
1,small_business,0.1878,91.37,11.08214255,2.79,662,2601,40.6,2,1,1,0,10.184919006160165
1,debt_consolidation,0.1287,538.14,10.91508846,17.93,717,24953,94.5,0,0,0,0,11.252680813141685
1,debt_consolidation,0.0859,316.11,11.51292546,0.22,792,1800,3.8,1,0,0,0,24.312229067761805
1,debt_consolidation,0.1496,658.26,10.78692446,17.34,687,23533,46.3,2,0,0,0,9.69199178644764
1,debt_consolidation,0.1565,237.91,10.858999,22.71,662,8159,55.4,2,0,0,0,4.435432353182751
1,all_other,0.1461,275.81,11.01862914,12.59,667,15183,70.3,1,0,1,1,6.242413872689938
1,all_other,0.1183,119.29,10.46310334,13.92,712,800,15.1,0,0,0,0,4.84599589322382
1,major_purchase,0.1218,832.5,11.56171563,8.21,762,2290,0.7,0,0,0,0,15.449806069815196
1,all_other,0.1357,67.94,9.998797732,19.25,707,1527,22.5,0,0,0,0,3.0391284517453796
1,all_other,0.1287,201.8,9.59315079,5.81,682,2269,25.2,2,1,0,0,23.40873830800821
1,all_other,0.167,514.77,10.26813067,7.54,677,5465,80.4,2,0,0,1,3.3676705462012317
1,all_other,0.1357,314.21,10.26813067,19.26,702,0,0.0,2,0,0,0,4.933607118412047
1,debt_consolidation,0.1426,168.1,10.19913779,23.75,722,17998,99.4,1,0,0,0,13.880903490759753
1,debt_consolidation,0.0859,316.11,11.15625052,4.15,782,8825,17.9,3,0,0,0,23.32660278439425
1,debt_consolidation,0.1287,336.34,10.71441777,17.89,697,11585,49.1,0,0,0,0,8.131530915811089
1,small_business,0.1426,68.62,11.00209984,6.54,732,50082,0.0,0,1,0,0,14.30812229158111
1,debt_consolidation,0.1531,278.53,11.01862914,0.49,677,858,66.0,2,0,0,1,8.295801963039015
1,debt_consolidation,0.1357,169.85,10.42228135,10.71,677,179,44.7,2,1,0,0,14.209559663244354
1,debt_consolidation,0.1565,524.8,11.98292909,3.41,687,65872,59.0,2,0,0,1,6.8172484599589325
1,home_improvement,0.1565,524.8,11.30012821,9.47,677,0,0.0,0,0,0,0,20.36972393429158
1,debt_consolidation,0.1322,202.81,10.71441777,15.36,682,6026,80.9,1,0,0,1,10.595482546201232
1,major_purchase,0.0894,381.26,10.81977828,6.0,752,10457,16.1,0,0,0,0,7.556582250513347
1,debt_consolidation,0.0894,301.04,10.20359214,7.07,752,7866,44.7,0,0,0,0,10.513461100616016
1,debt_consolidation,0.1218,666.0,11.08214255,15.1,722,9263,48.0,1,0,1,0,15.770020533880903
1,credit_card,0.1739,143.39,11.38509209,23.81,662,44991,99.8,0,0,0,0,13.141797856262835
1,debt_consolidation,0.1565,559.78,10.89087028,12.94,677,10728,91.7,2,1,1,0,12.48471366735113
1,debt_consolidation,0.1253,317.93,10.95080655,10.78,702,8300,38.8,0,0,0,0,9.856262833675565
1,debt_consolidation,0.1218,765.9,11.62625415,14.96,737,25274,39.5,0,0,0,0,16.42995665160849
1,debt_consolidation,0.1114,341.16,10.6454249,9.2,732,12747,29.8,1,0,0,0,9.117157199178644
1,home_improvement,0.1183,198.81,12.20607265,15.1,702,22003,36.9,3,0,0,0,7.474446726899384
1,all_other,0.1114,442.85,10.7898715,17.48,742,13844,50.3,3,0,0,0,28.993839835728952
1,all_other,0.1253,66.94,10.37349118,9.04,687,10186,50.7,0,0,0,1,4.763860369609857
1,debt_consolidation,0.1218,632.7,10.5941316,13.71,737,19697,59.0,0,0,0,0,9.609856262833675
1,all_other,0.0774,218.54,10.16585182,4.29,772,0,0.0,0,0,0,0,13.059662332648871
1,debt_consolidation,0.1148,328.87,10.09195684,15.6,727,21052,85.2,0,0,0,0,23.082934064339494
1,all_other,0.1496,242.52,11.91839057,0.24,682,633,42.2,1,0,0,0,10.234200320328542
1,educational,0.1426,686.12,11.69524702,20.09,692,57803,81.9,1,0,0,0,24.065822496919917
1,credit_card,0.0894,190.63,10.13459927,20.1,752,17953,72.4,0,0,0,0,11.189710245037645
1,debt_consolidation,0.1461,448.18,10.5865844,21.39,677,14021,71.9,0,0,0,0,6.652977412731006
1,small_business,0.1461,620.56,11.81303006,8.04,767,3884,12.8,2,0,0,0,13.760438056125942
1,debt_consolidation,0.0859,221.28,10.93310697,9.11,762,977,2.7,1,0,0,0,14.209559663244354
1,major_purchase,0.1357,203.82,11.00209984,13.28,682,679,7.4,3,1,0,0,4.681724845995893
1,debt_consolidation,0.0751,186.66,10.91508846,22.28,737,14217,20.2,2,0,0,0,9.875427789185489
1,debt_consolidation,0.1426,377.37,10.75739211,22.84,677,16665,60.6,1,0,0,0,14.37383071047228
1,debt_consolidation,0.1322,84.51,10.35210793,14.56,727,17806,99.4,0,0,0,1,22.340976501026695
1,debt_consolidation,0.1461,189.62,11.3736634,8.06,667,30209,79.3,2,0,0,0,14.948665297741274
1,debt_consolidation,0.1322,270.41,10.858999,8.58,697,9017,39.6,1,0,0,0,10.267054529774127
1,debt_consolidation,0.0894,413.03,11.00209984,24.12,757,17278,40.0,0,0,0,0,14.702258726899384
1,all_other,0.074,49.7,10.41331268,3.46,752,2201,5.0,2,0,0,0,9.117157199178644
1,all_other,0.1148,164.85,10.30895266,9.92,747,452,90.4,0,0,0,1,42.96235455167693
1,home_improvement,0.1218,333.0,11.35040654,0.52,712,239,5.3,1,2,0,0,13.71937029431896
1,educational,0.1114,229.63,10.55841352,1.53,772,777,4.8,0,0,0,0,4.106890258726899
1,debt_consolidation,0.1565,587.77,11.28978191,23.65,672,19333,61.2,2,0,0,0,5.174537987679671
1,debt_consolidation,0.1183,397.61,10.30895266,15.16,722,4893,58.2,0,0,1,0,12.243782798083506
1,debt_consolidation,0.0705,92.7,10.71441777,7.44,772,13440,38.6,1,0,0,0,12.97741273100616
1,debt_consolidation,0.1218,666.0,11.22524339,6.96,732,11522,46.1,0,1,0,0,23.82751540041068
1,debt_consolidation,0.1565,349.87,11.32055357,22.23,662,35876,80.8,1,0,0,0,19.055555556468175
1,home_improvement,0.1496,277.16,11.35040654,17.34,667,8590,87.7,1,0,0,0,9.199292722792608
1,debt_consolidation,0.1287,319.52,10.75790288,12.28,697,6696,47.8,1,1,0,0,7.816563997262149
1,all_other,0.0894,95.32,10.89673933,13.42,722,2541,11.1,2,0,0,0,7.145904632443532
1,educational,0.1148,32.97,10.13459927,0.29,712,6,0.1,0,0,0,0,7.145904632443532
1,all_other,0.1426,343.06,11.51292546,8.95,677,1459,26.1,1,0,0,0,13.026694045174539
1,all_other,0.1114,164.02,10.84349481,13.31,772,63,0.5,1,0,0,0,12.074036049281315
1,major_purchase,0.1357,163.05,12.4292162,0.89,682,9299,67.4,2,0,0,0,5.9958932238193015
1,all_other,0.1322,135.21,9.798127037,2.47,702,1291,47.8,0,0,0,0,8.213666439425051
1,major_purchase,0.1392,238.96,11.08214255,9.47,682,400,44.4,0,0,0,0,5.667465207392197
1,all_other,0.0705,108.15,9.574983486,23.42,792,12748,21.0,1,0,0,0,21.848049281314168
1,debt_consolidation,0.1218,266.4,10.49127422,17.27,702,7976,47.2,3,0,1,1,10.924024640657084
1,debt_consolidation,0.0705,92.7,10.89673933,13.67,797,6015,43.9,1,0,0,0,27.18697239425051
1,credit_card,0.0894,285.95,11.1123882,17.7,737,17870,42.8,1,0,0,0,19.082934064339494
1,all_other,0.1253,60.24,10.57745191,11.9,682,2496,56.7,3,0,1,0,14.209559663244354
1,all_other,0.0859,252.89,11.2708539,8.09,772,358,8.1,0,0,0,0,13.034907597535934
1,debt_consolidation,0.1253,811.56,11.5228758,14.3,737,33098,83.8,0,0,0,0,12.320442620123204
1,debt_consolidation,0.1183,397.61,10.4744671,5.69,722,14406,67.6,1,0,0,1,13.716632443531827
1,major_purchase,0.074,198.78,14.18015367,0.0,772,2926,13.0,0,0,0,0,13.883641341546886
1,all_other,0.1218,199.8,10.85013987,4.68,722,4342,46.2,0,0,0,0,5.585329683778234
1,all_other,0.1496,277.16,11.08214255,6.65,662,7855,74.1,0,0,0,0,5.256787589322382
1,debt_consolidation,0.1426,171.53,10.59663473,1.65,682,5536,72.8,0,0,0,0,4.435432353182751
1,debt_consolidation,0.1148,799.49,12.20607265,5.18,777,2574,7.5,3,0,0,0,34.743326488706366
1,all_other,0.1148,725.31,11.40366848,0.56,802,2123,4.8,0,0,0,1,10.431325577002053
1,all_other,0.1253,251.0,10.95080655,11.28,697,4700,40.2,2,1,0,0,7.885010266940451
1,small_business,0.1739,179.24,11.2515607,23.19,687,35820,96.8,1,0,0,1,26.368355008898014
1,debt_consolidation,0.0859,316.11,10.70324447,3.42,752,6593,31.2,0,0,0,0,14.045288616016428
1,debt_consolidation,0.1183,828.35,11.49272276,15.6,752,84110,55.3,0,0,0,0,14.045288616016428
1,all_other,0.0705,92.7,10.858999,11.22,777,14444,26.6,0,0,0,0,45.59069130732375
1,debt_consolidation,0.1183,198.81,11.00141627,15.91,702,18549,43.6,0,0,0,0,8.131530915811089
1,debt_consolidation,0.1183,662.68,11.33857208,14.67,747,8156,22.0,2,0,0,0,17.08430298973306
1,debt_consolidation,0.1218,399.6,11.21182037,0.84,712,14615,70.9,2,0,0,0,9.445699293634497
1,debt_consolidation,0.0894,413.03,10.93310697,16.76,752,18266,48.6,0,0,0,0,13.883641341546886
1,all_other,0.1183,198.81,10.02127059,4.48,747,2458,68.3,1,0,0,0,8.377937486652977
1,all_other,0.1253,267.74,11.71993963,12.06,697,37784,70.1,0,0,0,0,17.82340862422998
1,debt_consolidation,0.0774,249.75,10.30895266,12.52,792,4887,14.4,0,0,0,0,11.416951860369611
1,debt_consolidation,0.0859,158.06,9.903487553,6.3,742,3406,9.8,1,0,1,0,25.2157198275154
1,debt_consolidation,0.0859,205.47,10.30895266,12.28,742,29437,49.6,2,0,0,0,10.549053160848734
1,debt_consolidation,0.1531,844.28,11.75587164,9.71,682,31525,75.8,0,0,0,0,19.54836869815195
1,debt_consolidation,0.1426,411.67,11.35040654,15.78,707,2335,97.3,3,0,0,1,12.402578143737168
1,major_purchase,0.1114,164.02,10.55581274,2.84,712,2650,48.2,2,0,1,0,11.499087383983573
1,all_other,0.0774,135.03,11.46507298,0.96,797,2792,5.4,1,0,0,0,23.244467260780286
1,credit_card,0.1322,270.41,11.01862914,17.01,692,10320,47.8,0,0,0,0,11.006160164271048
1,debt_consolidation,0.0894,381.26,10.55059289,0.94,797,201,0.5,1,0,0,0,30.47239334702259
1,debt_consolidation,0.0859,316.11,11.54248427,15.22,752,7015,24.5,1,0,0,0,13.223933379876797
1,all_other,0.1253,334.67,11.33857208,20.86,702,52537,48.9,1,0,0,0,15.4415925174538
1,all_other,0.0774,183.41,12.82395734,0.3,807,6098,0.0,2,0,0,0,26.45596623408624
1,debt_consolidation,0.1496,86.62,10.62132735,13.2,667,1759,48.9,2,0,0,0,11.006160164271048
1,credit_card,0.1183,66.27,10.95954023,17.16,692,10708,79.9,0,0,0,0,5.66735112936345
1,major_purchase,0.1426,343.06,11.66134547,15.74,677,29344,57.1,2,0,0,0,12.074036049281315
1,debt_consolidation,0.1148,461.56,10.91508846,6.2,727,12875,26.6,3,0,0,0,6.324549396303901
1,debt_consolidation,0.0859,316.11,11.91839057,4.14,757,82445,16.7,2,0,0,0,16.919917864476385
1,debt_consolidation,0.1357,441.6,10.61643736,15.79,687,17704,72.5,0,0,0,0,13.059548254620124
1,debt_consolidation,0.1392,102.42,10.49127422,8.77,682,8901,65.4,0,0,0,0,3.285535022587269
1,debt_consolidation,0.1287,184.99,9.169518377,4.75,692,253,3.2,0,0,0,0,17.166438513347025
1,debt_consolidation,0.06,380.27,11.35040654,9.98,677,10844,68.6,3,1,0,0,15.619552818617386
1,debt_consolidation,0.1148,164.85,11.42081018,3.54,712,10842,25.7,1,0,1,0,14.04517453798768
1,major_purchase,0.167,795.24,11.35040654,8.3,717,11717,38.3,3,0,0,0,8.706365503080082
1,all_other,0.1392,51.21,10.30895266,19.08,667,2603,44.1,3,0,0,0,9.035021675564682
1,debt_consolidation,0.1357,679.37,10.94022444,22.06,727,22969,23.8,0,0,0,0,16.375199635865847
1,credit_card,0.1148,263.75,10.79345484,12.91,717,16275,49.2,0,0,0,0,6.242413872689938
1,debt_consolidation,0.1114,393.65,10.71441777,23.2,772,3663,28.2,0,0,0,1,10.529888205338809
1,credit_card,0.0894,108.03,10.25428526,20.24,777,3459,17.3,5,0,0,0,19.471708876112253
1,all_other,0.1253,217.54,10.08580911,14.2,702,1799,37.5,2,1,0,0,4.9281314168377826
1,debt_consolidation,0.0894,317.72,11.49272276,15.86,747,32508,40.8,1,0,0,0,19.794661190965094
1,debt_consolidation,0.0894,462.28,11.29488139,16.15,767,23088,50.1,2,0,0,0,14.04517453798768
1,small_business,0.1982,556.1,10.91508846,17.87,692,10893,97.3,3,1,0,0,14.844626967830253
1,debt_consolidation,0.1357,679.37,11.51292546,9.8,702,27421,53.8,2,1,0,0,13.306068903490761
1,all_other,0.0774,312.19,11.77528973,3.56,787,10184,26.9,1,0,0,0,11.581222907597537
1,home_improvement,0.1253,502.0,11.33857208,10.13,712,15690,52.1,0,0,0,1,14.702258726899384
1,debt_consolidation,0.1322,456.31,10.9864446,9.3,692,6702,56.3,1,0,0,0,16.75564681724846
1,small_business,0.1426,480.29,10.69194491,21.82,747,14479,53.8,3,0,0,1,10.023271731690622
1,debt_consolidation,0.1322,157.18,10.26370422,21.3,687,23810,73.7,0,0,0,0,16.345083277207394
1,debt_consolidation,0.1357,237.78,11.08214255,12.55,677,3964,55.8,1,0,0,0,7.228040156057495
1,all_other,0.1253,334.67,10.91508846,0.65,792,383,8.5,0,0,0,0,6.327287247091033
1,debt_consolidation,0.1287,161.44,10.25765937,12.29,697,3647,93.5,1,0,0,0,5.338923112936345
1,all_other,0.1392,273.1,10.49127422,8.93,692,13568,75.4,3,0,0,0,8.049395392197125
1,debt_consolidation,0.1114,328.04,10.30895266,5.16,747,7656,38.1,4,0,0,0,7.408738308008213
1,all_other,0.0774,280.97,11.23843599,11.84,772,9910,15.3,1,0,0,0,20.36972393429158
1,credit_card,0.1322,507.01,11.77528973,8.36,697,23494,46.3,0,3,1,0,25.790554414784395
1,all_other,0.1426,274.45,11.39075783,11.61,682,15514,77.2,0,0,0,1,7.145904632443532
1,small_business,0.1565,874.66,11.08214255,13.88,747,22170,76.7,1,0,0,0,14.702258726899384
1,debt_consolidation,0.0859,252.89,11.22524339,15.36,767,10624,19.0,0,0,0,0,28.41900525667351
1,debt_consolidation,0.1218,532.8,11.15625052,23.82,717,15458,62.8,0,0,0,0,12.895277207392198
1,credit_card,0.1183,662.68,11.94470788,22.64,737,32654,39.2,2,0,0,0,35.64693133470226
1,debt_consolidation,0.1218,832.5,10.75790288,16.67,752,23602,58.1,4,0,0,0,9.69199178644764
1,debt_consolidation,0.1183,198.81,11.28978191,8.89,707,12757,31.1,0,0,1,0,13.880903490759753
1,debt_consolidation,0.1114,328.04,10.39145388,19.93,782,13952,23.1,0,0,0,0,38.68583162217659
1,debt_consolidation,0.1461,172.38,10.40329267,16.74,667,4925,40.0,2,0,0,0,6.242413872689938
1,major_purchase,0.1322,287.31,9.798127037,13.67,682,4867,46.4,0,0,0,1,5.1856034688569475
1,home_improvement,0.0894,142.98,11.07069263,7.53,787,858,4.4,4,0,0,0,10.105521333333334
1,all_other,0.074,83.86,9.392661929,9.6,757,1158,18.7,2,0,0,0,6.160278349075975
1,all_other,0.1148,164.85,10.30895266,16.4,782,1149,23.9,0,0,0,0,16.180812229979466
1,debt_consolidation,0.1218,333.0,11.0744205,18.7,707,33878,79.0,3,0,0,0,9.957563312799453
1,debt_consolidation,0.1183,381.04,10.60903256,15.7,722,19036,82.4,0,0,0,0,27.02258726899384
1,small_business,0.2121,491.2,11.95761129,10.45,667,14718,40.4,1,0,0,0,9.686516084873375
1,debt_consolidation,0.1218,266.4,10.59663473,19.32,707,2707,31.5,0,0,0,0,6.078142825462012
1,small_business,0.1531,522.23,10.81977828,5.26,727,8394,79.2,3,0,0,1,34.743326488706366
1,all_other,0.1357,118.89,11.03488966,8.05,687,450,26.5,0,1,0,0,11.827515400410677
1,major_purchase,0.1392,136.55,10.66895539,18.45,672,7094,51.4,0,0,0,0,16.26294775359343
1,debt_consolidation,0.1635,565.27,12.14950229,18.76,662,31742,84.4,0,1,0,0,19.54836869815195
1,educational,0.1218,432.9,11.15625052,3.36,717,8535,50.8,0,1,0,0,13.880903490759753
1,debt_consolidation,0.1253,585.67,10.69194491,21.63,717,20010,85.1,0,0,0,0,10.1027834825462
1,debt_consolidation,0.0894,349.49,10.30949651,19.02,742,14304,23.9,0,0,0,0,8.547684235455167
1,debt_consolidation,0.1322,84.51,10.54534144,15.6,692,3777,35.0,2,0,0,0,42.05350217659138
1,debt_consolidation,0.0859,221.28,10.6454249,17.26,737,1211,18.9,1,0,0,0,6.160278349075975
1,all_other,0.1114,82.01,10.1266311,7.58,707,7090,73.1,0,0,0,0,8.952772073921972
1,debt_consolidation,0.0774,280.97,10.42263843,15.1,782,8880,17.0,0,0,0,1,29.486767063655034
1,all_other,0.1218,186.48,9.392661929,6.0,727,843,31.2,0,0,0,0,3.2800593210130047
1,debt_consolidation,0.1496,173.23,10.77895629,13.68,692,9138,41.3,0,0,0,1,13.470339950718687
1,debt_consolidation,0.1322,270.41,10.46310334,9.02,682,7844,84.3,1,0,0,0,6.242413872689938
